StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Human1a,Human1b,Human2a,Human2b,Human3a,Human3b,Human4a,Human4b,Human5a,Human5b,Human6a,Human6b,Human7a,Human7b,Human8a,Human8b,Human9a,Human9b,Robot1a,Robot1b,Robot2a,Robot2b,Robot3a,Robot3b,Robot4a,Robot4b,Robot5a,Robot5b,Robot6a,Robot6b,Robot7a,Robot7b,Robot8a,Robot8b,Robot9a,Robot9b,Gender,Gender_DO,BirthYear,Country,WorkInHealtCare,WorkingWithRobots,Occupation,Occupation_6_TEXT,Comments,MTurkCode,Q58 - Topics,FL_26_DO,FL_30_DO,FL_31_DO,Human1_DO,Human2_DO,Human3_DO,Human4_DO,Human5_DO,Human6_DO,Human7_DO,Human8_DO,Human9_DO,Robot1_DO,Robot2_DO,Robot3_DO,Robot4_DO,Robot5_DO,Robot6_DO,Robot7_DO,Robot8_DO,Robot9_DO
2016-06-12 19:39:30,2016-06-12 19:44:25,IP Address,87.181.210.186,100,294,True,2016-06-12 19:44:25,R_12amojjokEacMsR,,,,,53.550003051758,10,anonymous,EN,I somewhat disagree,,,I disagree,I strongly agree,,I strongly disagree,,,I disagree,,I somewhat agree,,I agree,I strongly disagree,,,I agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1991,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human9|Human1|Human5|Human2|Human4|Human8|Human7|Human3,,Human1a,Human2b,Human3a,Human4a,Human5b,Human6b,Human7b,Human8a,Human9b,,,,,,,,,
2016-06-12 20:42:45,2016-06-12 20:52:38,IP Address,89.15.237.146,100,593,True,2016-06-12 20:52:39,R_QoflkI42TobCk7f,,,,,51,9,anonymous,EN,,,,,,,,,,,,,,,,,,,,I strongly agree,I somewhat agree,,,I somewhat disagree,I neither agree nor disagree,,,I agree,I agree,,I somewhat agree,,,I somewhat agree,I neither agree nor disagree,,Female,Female|Male,1990,"Germany ",No,No,Student,,,,,IntroRobot,,Robot2|Robot6|Robot4|Robot8|Robot5|Robot7|Robot9|Robot3|Robot1,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5b,Robot6a,Robot7a,Robot8b,Robot9a
2016-06-12 21:26:05,2016-06-12 21:43:17,IP Address,93.211.102.47,100,1032,True,2016-06-12 21:43:18,R_2X54UdeFRhREzM8,,,,,51.767196655273,7.4409027099609,anonymous,EN,,I agree,I neither agree nor disagree,,I somewhat agree,,,I somewhat disagree,,I somewhat agree,I disagree,,I disagree,,I disagree,,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1985,"Germany ",Yes,No,other,,,,,Intro_Human,Human6|Human4|Human3|Human9|Human7|Human8|Human5|Human2|Human1,,Human1b,Human2a,Human3a,Human4b,Human5b,Human6a,Human7a,Human8a,Human9b,,,,,,,,,
2016-06-12 21:59:24,2016-06-12 22:07:29,IP Address,78.54.21.3,100,485,True,2016-06-12 22:07:30,R_ST5E97oly302DWp,,,,,53.583694458008,9.7234039306641,anonymous,EN,,,,,,,,,,,,,,,,,,,,I agree,I agree,,,I somewhat agree,I agree,,,I agree,I disagree,,,I strongly agree,,I strongly agree,I somewhat agree,,Female,Male|Female,1980,"Germany ",No,No,Student,,Interesting cases! Good luck for your thesis!,,Unknown,IntroRobot,,Robot1|Robot4|Robot5|Robot6|Robot7|Robot3|Robot2|Robot9|Robot8,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5b,Robot6a,Robot7b,Robot8b,Robot9a
2016-06-12 21:51:04,2016-06-12 22:09:30,IP Address,93.211.102.47,100,1105,True,2016-06-12 22:09:31,R_11hFeuzgCkSjFXt,,,,,51.767196655273,7.4409027099609,anonymous,EN,,I agree,,I disagree,,I neither agree nor disagree,,I agree,I somewhat agree,,I neither agree nor disagree,,,I strongly agree,,I agree,,I agree,,,,,,,,,,,,,,,,,,,Male,Female|Male,1984,"Germany ",No,No,Employee,,,,,Intro_Human,Human4|Human8|Human9|Human2|Human3|Human6|Human7|Human5|Human1,,Human1b,Human2b,Human3b,Human4b,Human5a,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-06-12 22:25:14,2016-06-12 22:35:41,IP Address,92.209.78.110,100,626,True,2016-06-12 22:35:43,R_OEjEclP5akwCUcV,,,,,51.516693115234,7.4499969482422,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,,I disagree,I agree,,I somewhat agree,,I somewhat agree,,,I strongly agree,,I strongly agree,,I agree,I disagree,,Female,Male|Female,1979,"Germany ",Yes,No,Employee,,,,,IntroRobot,,Robot1|Robot3|Robot6|Robot4|Robot8|Robot9|Robot5|Robot7|Robot2,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4a,Robot5a,Robot6b,Robot7b,Robot8b,Robot9a
2016-06-12 22:52:48,2016-06-12 22:54:38,IP Address,95.91.227.9,100,110,True,2016-06-12 22:54:39,R_1OIfuFejyRZfsAB,,,,,53.550003051758,10,anonymous,EN,,I neither agree nor disagree,I neither agree nor disagree,,I somewhat agree,,,I somewhat disagree,I somewhat agree,,,I neither agree nor disagree,I neither agree nor disagree,,I somewhat disagree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1985,"Germany ",No,No,Student,,,,,Intro_Human,Human7|Human2|Human1|Human6|Human9|Human5|Human8|Human3|Human4,,Human1b,Human2a,Human3a,Human4b,Human5a,Human6b,Human7a,Human8a,Human9a,,,,,,,,,
2016-06-13 07:01:26,2016-06-13 07:17:06,IP Address,89.204.154.177,100,940,True,2016-06-13 07:17:07,R_24oBXfhmTmhoPXa,,,,,51,9,anonymous,EN,,I agree,,I strongly agree,,I strongly disagree,,I agree,,I strongly disagree,,I strongly agree,I strongly disagree,,,I agree,I disagree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1982,"Germany ",No,No,Employee,,,,,Intro_Human,Human2|Human6|Human7|Human1|Human5|Human3|Human4|Human8|Human9,,Human1b,Human2b,Human3b,Human4b,Human5b,Human6b,Human7a,Human8b,Human9a,,,,,,,,,
2016-06-13 12:58:19,2016-06-13 13:09:45,IP Address,91.45.206.111,100,686,True,2016-06-13 13:09:46,R_2dJZdAfAbURY3nL,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,I disagree,,I somewhat agree,,I agree,,I agree,,I strongly agree,,,I somewhat agree,,I neither agree nor disagree,I strongly agree,,,I neither agree nor disagree,Female,Male|Female,1988,"Germany ",No,No,Student,,,,,IntroRobot,,Robot5|Robot8|Robot6|Robot1|Robot9|Robot3|Robot2|Robot4|Robot7,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9b
2016-06-13 20:53:40,2016-06-13 21:07:44,IP Address,85.183.206.154,100,844,True,2016-06-13 21:07:45,R_3M3DCau3hffJFGn,,,,,53.58430480957,10.026596069336,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,I strongly agree,,I somewhat agree,,,I agree,,I disagree,,I agree,,I somewhat agree,,I somewhat agree,,I somewhat disagree,Female,Male|Female,1992,"Russian Federation ",No,No,Student,,,,,IntroRobot,,Robot3|Robot8|Robot2|Robot9|Robot7|Robot1|Robot6|Robot4|Robot5,,,,,,,,,,Robot1b,Robot2a,Robot3a,Robot4b,Robot5b,Robot6b,Robot7b,Robot8b,Robot9b
2016-06-13 22:02:35,2016-06-13 22:08:57,IP Address,2.110.78.134,100,381,True,2016-06-13 22:08:58,R_3KNuAVzSniP1EXV,,,,,55.666702270508,12.583297729492,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I strongly disagree,I agree,,,I strongly agree,I agree,,,I strongly disagree,I strongly disagree,,,I somewhat disagree,,I disagree,Female,Female|Male,1984,"Denmark ",No,No,Employee,,,,,IntroRobot,,Robot2|Robot8|Robot6|Robot7|Robot9|Robot1|Robot3|Robot4|Robot5,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4b,Robot5a,Robot6b,Robot7a,Robot8b,Robot9b
2016-06-14 08:39:56,2016-06-14 08:53:49,IP Address,84.131.255.101,100,833,True,2016-06-14 08:53:50,R_2vYYQo4yI0Ui8np,,,,,53.550003051758,10,anonymous,EN,I agree,,I somewhat agree,,,I agree,,I agree,,I somewhat agree,I somewhat agree,,,I strongly agree,,I agree,,I agree,,,,,,,,,,,,,,,,,,,Female,Female|Male,1989,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human8|Human1|Human4|Human9|Human5|Human7|Human2|Human3,,Human1a,Human2a,Human3b,Human4b,Human5b,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-06-14 16:06:58,2016-06-14 16:15:58,IP Address,181.249.106.215,100,540,True,2016-06-14 16:15:59,R_2R21LKG5D0IqEt6,,,,,4.5980987548828,-74.075798034668,anonymous,EN,,I agree,I somewhat agree,,,I disagree,,I strongly agree,,I strongly agree,I agree,,,I strongly agree,I disagree,,I neither agree nor disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1979,"Colombia ",No,No,Employee,,,,,Intro_Human,Human1|Human5|Human6|Human9|Human2|Human7|Human8|Human3|Human4,,Human1b,Human2a,Human3b,Human4b,Human5b,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-14 20:02:56,2016-06-14 20:08:10,IP Address,46.59.164.23,100,313,True,2016-06-14 20:08:11,R_BVUuO2UmDMHBnYB,,,,,53.550003051758,10,anonymous,EN,,,,,,,,,,,,,,,,,,,,I disagree,I strongly agree,,I disagree,,,I strongly agree,,I neither agree nor disagree,,I somewhat disagree,,I strongly agree,,I neither agree nor disagree,I strongly disagree,,Male,Male|Female,1986,"Germany ",No,No,Student,,,,,IntroRobot,,Robot6|Robot7|Robot5|Robot4|Robot1|Robot3|Robot9|Robot8|Robot2,,,,,,,,,,Robot1b,Robot2a,Robot3a,Robot4b,Robot5b,Robot6b,Robot7b,Robot8b,Robot9a
2016-06-15 00:16:47,2016-06-15 00:26:48,IP Address,190.25.122.143,100,600,True,2016-06-15 00:26:48,R_2AWJXuOtlerLqJZ,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I strongly agree,,I disagree,,I agree,I disagree,,I disagree,,,I agree,,I agree,I disagree,,I agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1980,"Colombia ",Yes,No,Employee,,,,,Intro_Human,Human1|Human3|Human5|Human9|Human4|Human2|Human7|Human8|Human6,,Human1b,Human2b,Human3b,Human4a,Human5a,Human6b,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-15 16:29:16,2016-06-15 16:39:04,IP Address,72.143.224.109,100,587,True,2016-06-15 16:39:05,R_22EsT7sqomcxwbB,,,,,53.550003051758,-113.5,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,I somewhat agree,,I agree,,I somewhat disagree,,I somewhat agree,,,I agree,,I agree,I disagree,,,I somewhat disagree,Female,Male|Female,1991,"Canada ",No,No,Employee,,,,,IntroRobot,,Robot8|Robot5|Robot7|Robot4|Robot6|Robot9|Robot1|Robot2|Robot3,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9b
2016-06-15 18:12:18,2016-06-15 18:31:26,IP Address,190.24.88.229,100,1148,True,2016-06-15 18:31:27,R_2EENNbohT7zyyLD,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat agree,,I somewhat agree,I somewhat agree,,I somewhat agree,,,I somewhat agree,I disagree,,,I agree,,I somewhat agree,I agree,,Female,Female|Male,1989,"Colombia ",No,No,Employee,,"muy interesante, espero sean de ayuda mis respuestas",,Unknown,IntroRobot,,Robot5|Robot9|Robot7|Robot3|Robot6|Robot4|Robot8|Robot1|Robot2,,,,,,,,,,Robot1b,Robot2b,Robot3a,Robot4a,Robot5b,Robot6a,Robot7b,Robot8b,Robot9a
2016-06-15 18:33:56,2016-06-15 18:44:44,IP Address,78.53.232.90,100,648,True,2016-06-15 18:44:45,R_3PweScf5nDtM3J0,,,,,48.161102294922,11.55859375,anonymous,EN,I strongly disagree,,,I disagree,I somewhat agree,,I strongly agree,,,I disagree,,I strongly agree,I strongly disagree,,I strongly disagree,,I agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1982,"Germany ",No,No,Student,,,,,Intro_Human,Human4|Human2|Human5|Human1|Human9|Human3|Human6|Human8|Human7,,Human1a,Human2b,Human3a,Human4a,Human5b,Human6b,Human7a,Human8a,Human9a,,,,,,,,,
2016-06-15 18:44:32,2016-06-15 18:54:05,IP Address,161.18.132.60,100,572,True,2016-06-15 18:54:06,R_3DIMb0zzXK1kwbT,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,I agree,,,I disagree,,I somewhat agree,I strongly agree,,I somewhat agree,,I disagree,,,I disagree,,I neither agree nor disagree,,I somewhat disagree,Male,Female|Male,1972,"Colombia ",No,No,Self-employed,,,,,IntroRobot,,Robot8|Robot2|Robot7|Robot9|Robot1|Robot5|Robot3|Robot6|Robot4,,,,,,,,,,Robot1a,Robot2b,Robot3b,Robot4a,Robot5a,Robot6a,Robot7b,Robot8b,Robot9b
2016-06-15 19:00:14,2016-06-15 19:03:38,IP Address,46.128.41.218,100,204,True,2016-06-15 19:03:39,R_tJLZxfaRHx2E7Sx,,,,,48.177597045898,11.516906738281,anonymous,EN,,I agree,,I somewhat disagree,I strongly agree,,I somewhat disagree,,,I somewhat agree,I disagree,,,I strongly disagree,,I somewhat agree,,I somewhat agree,,,,,,,,,,,,,,,,,,,Female,Female|Male,1988,"Germany ",No,No,Employee,,,,,Intro_Human,Human9|Human2|Human6|Human1|Human7|Human8|Human3|Human5|Human4,,Human1b,Human2b,Human3a,Human4a,Human5b,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-06-15 18:34:42,2016-06-15 19:03:45,IP Address,201.184.34.220,100,1743,True,2016-06-15 19:03:46,R_241Un0XoywWMazm,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,I agree,,I somewhat agree,,I somewhat disagree,,I agree,I somewhat disagree,,I disagree,,,I strongly agree,,I disagree,I disagree,,,,,,,,,,,,,,,,,,,,Female,Female|Male,1997,"Colombia ",No,No,Student,,,,,Intro_Human,Human1|Human4|Human2|Human3|Human9|Human6|Human7|Human8|Human5,,Human1b,Human2b,Human3b,Human4b,Human5a,Human6a,Human7b,Human8b,Human9a,,,,,,,,,
2016-06-15 18:50:06,2016-06-15 19:06:22,IP Address,177.252.132.107,100,976,True,2016-06-15 19:06:23,R_wRentFZTCuWcjv3,,,,,4.5980987548828,-74.075798034668,anonymous,EN,I agree,,,I disagree,I somewhat disagree,,,I somewhat disagree,I disagree,,,I agree,I agree,,,I agree,,I agree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1978,"Colombia ",No,No,Employee,,,,,Intro_Human,Human4|Human3|Human1|Human7|Human5|Human6|Human9|Human2|Human8,,Human1a,Human2b,Human3a,Human4b,Human5a,Human6b,Human7a,Human8b,Human9b,,,,,,,,,
2016-06-15 18:54:45,2016-06-15 19:13:31,IP Address,37.5.142.5,100,1125,True,2016-06-15 19:13:31,R_2YmiWAwcFvbs1td,,,,,53.550003051758,10,anonymous,EN,I disagree,,,I neither agree nor disagree,I strongly agree,,I strongly disagree,,,I agree,,I disagree,I strongly disagree,,I somewhat agree,,I agree,,,,,,,,,,,,,,,,,,,,Female,Male|Female,1989,"Germany ",No,No,Student,,,,,Intro_Human,Human6|Human5|Human2|Human4|Human3|Human9|Human1|Human8|Human7,,Human1a,Human2b,Human3a,Human4a,Human5b,Human6b,Human7a,Human8a,Human9a,,,,,,,,,
2016-06-15 19:16:59,2016-06-15 19:27:20,IP Address,173.231.112.190,100,621,True,2016-06-15 19:27:21,R_2CVwcLNM24nnh0p,,,,,45.50520324707,-73.562202453613,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,I somewhat agree,,,I somewhat disagree,,I strongly agree,,I strongly disagree,I strongly disagree,,I strongly disagree,,I agree,,,I strongly disagree,Female,Female|Male,1982,"Canada ",No,No,Employee,,,,,IntroRobot,,Robot1|Robot3|Robot8|Robot6|Robot2|Robot4|Robot7|Robot9|Robot5,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4b,Robot5b,Robot6a,Robot7a,Robot8a,Robot9b
2016-06-15 19:16:55,2016-06-15 19:29:27,IP Address,75.74.154.234,100,751,True,2016-06-15 19:29:28,R_21Eq8R5qZjBAo8F,,,,,25.766494750977,-80.204399108887,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,I somewhat disagree,,,I agree,,I somewhat agree,,I somewhat disagree,,I somewhat disagree,,I somewhat agree,,I disagree,,I agree,Male,Male|Female,1984,"United States ",No,No,Self-employed,,,,,IntroRobot,,Robot6|Robot5|Robot4|Robot3|Robot2|Robot1|Robot7|Robot8|Robot9,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4b,Robot5b,Robot6b,Robot7b,Robot8b,Robot9b
2016-06-15 19:08:20,2016-06-15 19:44:47,IP Address,201.184.34.220,100,2187,True,2016-06-15 19:44:47,R_3vXfeo3xOPD7kq1,,,,,4.6492004394531,-74.062797546387,anonymous,,I disagree,,,I agree,I somewhat disagree,,I agree,,I somewhat agree,,I neither agree nor disagree,,,I somewhat agree,,I somewhat agree,,I agree,,,,,,,,,,,,,,,,,,,Female,Male|Female,1992,"Colombia ",No,No,Unemployed,,,,,Intro_Human,Human5|Human4|Human9|Human6|Human2|Human3|Human1|Human7|Human8,,Human1a,Human2b,Human3a,Human4a,Human5a,Human6a,Human7b,Human8b,Human9b,,,,,,,,,
2016-06-15 20:02:50,2016-06-15 20:08:01,IP Address,65.94.30.234,100,311,True,2016-06-15 20:08:01,R_wKIuypmwNNT5hnj,,,,,45.445495605469,-73.484100341797,anonymous,EN,I somewhat agree,,,I disagree,,I strongly agree,I strongly agree,,I strongly agree,,I strongly agree,,,I agree,I somewhat agree,,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1984,"Canada ",No,No,Employee,,,,,Intro_Human,Human1|Human3|Human4|Human9|Human8|Human2|Human7|Human6|Human5,,Human1a,Human2b,Human3b,Human4a,Human5a,Human6a,Human7b,Human8a,Human9a,,,,,,,,,
2016-06-15 21:29:12,2016-06-15 21:35:57,IP Address,191.95.252.90,100,404,True,2016-06-15 21:35:57,R_xc0cHNw2M2mKrC1,,,,,4.5980987548828,-74.075798034668,anonymous,EN,I disagree,,I somewhat agree,,,I somewhat disagree,I somewhat agree,,,I somewhat disagree,,I agree,I strongly disagree,,,I somewhat agree,I somewhat agree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1981,"Colombia ",No,No,Employee,,,,,Intro_Human,Human7|Human9|Human8|Human3|Human4|Human2|Human5|Human1|Human6,,Human1a,Human2a,Human3b,Human4a,Human5b,Human6b,Human7a,Human8b,Human9a,,,,,,,,,
2016-06-15 21:28:55,2016-06-15 21:35:57,IP Address,152.201.188.4,100,422,True,2016-06-15 21:35:58,R_3q7CTPQa5lG4H5Z,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,,I somewhat disagree,I agree,,,I disagree,I disagree,,I agree,,,I somewhat agree,,I strongly agree,I strongly disagree,,,I strongly disagree,Male,Female|Male,1981,"Colombia ",No,No,Employee,,,,,IntroRobot,,Robot9|Robot3|Robot6|Robot1|Robot4|Robot8|Robot5|Robot7|Robot2,,,,,,,,,,Robot1b,Robot2a,Robot3b,Robot4a,Robot5a,Robot6b,Robot7b,Robot8a,Robot9b
2016-06-15 21:30:14,2016-06-15 21:42:27,IP Address,186.31.51.105,100,732,True,2016-06-15 21:42:28,R_1DvdW5V7qoS7rqc,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,I somewhat disagree,,,I disagree,,I somewhat agree,I somewhat disagree,,,I agree,,I somewhat agree,,I strongly agree,,I somewhat disagree,,I neither agree nor disagree,Male,Female|Male,1981,"Colombia ",No,No,Employee,,,,,IntroRobot,,Robot5|Robot6|Robot9|Robot1|Robot4|Robot3|Robot8|Robot7|Robot2,,,,,,,,,,Robot1a,Robot2b,Robot3b,Robot4a,Robot5b,Robot6b,Robot7b,Robot8b,Robot9b
2016-06-15 21:34:34,2016-06-15 21:43:45,IP Address,181.59.253.199,100,550,True,2016-06-15 21:43:45,R_DGMZFgTL4529T33,,,,,4.6492004394531,-74.062797546387,anonymous,EN,I strongly disagree,,I somewhat agree,,,I somewhat disagree,,I agree,I agree,,I neither agree nor disagree,,,I agree,,I somewhat agree,I disagree,,,,,,,,,,,,,,,,,,,,Male,Male|Female,1980,"Colombia ",No,No,Self-employed,,,,,Intro_Human,Human1|Human2|Human4|Human6|Human9|Human3|Human5|Human7|Human8,,Human1a,Human2a,Human3b,Human4b,Human5a,Human6a,Human7b,Human8b,Human9a,,,,,,,,,
2016-06-15 21:36:03,2016-06-15 21:45:31,IP Address,152.201.166.225,100,567,True,2016-06-15 21:45:31,R_1CHIBrBEbfi8djJ,,,,,4.6492004394531,-74.062797546387,anonymous,EN,,,,,,,,,,,,,,,,,,,I neither agree nor disagree,,I somewhat agree,,I agree,,,I somewhat disagree,I disagree,,I neither agree nor disagree,,I neither agree nor disagree,,,I somewhat agree,,I somewhat agree,Male,Male|Female,1980,"Colombia ",No,No,Employee,,,,,IntroRobot,,Robot7|Robot5|Robot8|Robot1|Robot4|Robot3|Robot9|Robot6|Robot2,,,,,,,,,,Robot1a,Robot2a,Robot3a,Robot4b,Robot5a,Robot6a,Robot7a,Robot8b,Robot9b
2016-06-15 21:41:19,2016-06-15 21:46:39,IP Address,76.26.37.204,100,320,True,2016-06-15 21:46:40,R_12ycwmTMZaMeM7j,,,,,26.069793701172,-80.222297668457,anonymous,EN,,I neither agree nor disagree,,I disagree,,I neither agree nor disagree,,I disagree,I somewhat agree,,I agree,,I somewhat agree,,,I agree,I somewhat disagree,,,,,,,,,,,,,,,,,,,,Male,Female|Male,1981,"United States ",No,No,Self-employed,,,,,Intro_Human,Human1|Human4|Human8|Human5|Human6|Human3|Human9|Human7|Human2,,Human1b,Human2b,Human3b,Human4b,Human5a,Human6a,Human7a,Human8b,Human9a,,,,,,,,,
2016-06-15 21:38:51,2016-06-15 21:47:51,IP Address,181.248.127.64,100,539,True,2016-06-15 21:47:52,R_2ZZDcFO1ZuQi2RZ,,,,,4.5980987548828,-74.075798034668,anonymous,EN,I agree,,,I somewhat disagree,,I somewhat disagree,,I agree,,I somewhat disagree,I somewhat disagree,,,I agree,I somewhat agree,,,I somewhat disagree,,,,,,,,,,,,,,,,,,,Male,Male|Female,1981,"Colombia ",No,No,Employee,,"
",,Unknown,Intro_Human,Human2|Human1|Human6|Human3|Human4|Human9|Human8|Human5|Human7,,Human1a,Human2b,Human3b,Human4b,Human5b,Human6a,Human7b,Human8a,Human9b,,,,,,,,,
