V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,MTurkCode,Q31,A1_1_Rob_Anx_Accept,A1_2_Rob_Sciz_Accept,A1_3_Rob_Anx_Force,A1_4_Rob_Sciz_Force,A1_5_Perca_Anx_Accept,A1_6_Perca_Sciz_Accept,A1_7_Perca_Anx_Force,A1_8_Perca_Sciz_Force,Ethical1_Robot_1,Ethical1_Perscare_1,CQ1,CQ2,CQ3,A2_1_Rob_Anx_Accept,A2_2_Rob_Sciz_Accept,A2_3_Rob_Anx_Force,A2_4_Rob_Sciz_Force,A2_5_Perca_Anx_Accept,A2_6_Perca_Sciz_Accept,A2_7_Perca_Anx_Force,A2_8_Perca_Sciz_Force,Ethical2_Robot_1,Ethical2_Perscare_1,Gender,BirthYear,occupation,LocationLatitude,LocationLongitude,LocationAccuracy
R_1JEfZ6EAafyb8dy,Default Response Set,Anonymous, , ,173.92.71.115,0,4/24/2018 16:38:53,4/24/2018 16:40:00,0,62959126,1, , ,1, , , , , ,2, ,1,1,1, , , , , , , , , , , , , , , ,-1
R_SYNXMez9ABxfV4d,Default Response Set,Anonymous, , ,190.124.31.52,0,4/24/2018 16:39:55,4/24/2018 16:40:17,0,9936560,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3RfTodJ2NCGEruT,Default Response Set,Anonymous, , ,45.47.32.189,0,4/24/2018 16:40:13,4/24/2018 16:40:37,0,33303922,1, ,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , ,-1
R_12kTAA4pXnNMdXM,Default Response Set,Anonymous, , ,68.226.83.113,0,4/24/2018 16:39:17,4/24/2018 16:40:19,0,58730057,1, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,-1
R_1gGD5abQLb9sZDn,Default Response Set,Anonymous, , ,73.92.5.208,0,4/24/2018 16:39:54,4/24/2018 16:40:44,0,92609791,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_pKIR5OEgj22uENP,Default Response Set,Anonymous, , ,172.245.214.104,0,4/24/2018 16:40:19,4/24/2018 16:41:02,0,56731239,1, , ,1, , , , , ,3, , , , , , , , , , , , , , , , , , , ,-1
R_1QimxTSeTvdUzZX,Default Response Set,Anonymous, , ,71.51.235.103,0,4/24/2018 16:40:47,4/24/2018 16:41:12,0,95376251,1, , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , ,-1
R_W7OTCLvFJ8FceKl,Default Response Set,Anonymous, , ,73.252.66.158,0,4/24/2018 16:40:03,4/24/2018 16:41:04,0,80251790,1, , ,1, , , , , ,-1, , , , , , , , , , , , , , , , , , , ,-1
R_1FkXMZMUPqFu2e1,Default Response Set,Anonymous, , ,70.166.250.126,0,4/24/2018 20:39:33,4/24/2018 20:41:40,1,94358110,1, , , , , , , ,1, ,-1,0,0,4, , , ,1, , , , ,-3, ,1,1987,2,37.773803710938,-97.313102722168,-1
R_2zqMfOOzkQJCNnj,Default Response Set,Anonymous, , ,69.136.138.207,0,4/24/2018 16:38:56,4/24/2018 16:41:20,0,20401564,1, , , , ,1, , , , ,3,0,1,1,1, , , , , , , ,0, , , , , , ,-1
R_1JImKqkuARtNxEc,Default Response Set,Anonymous, , ,73.139.71.207,0,4/24/2018 16:39:19,4/24/2018 16:42:06,0,77555987,1,1, , , , , , , ,-1, , , , , , , , , , , , , , , , , , , ,-1
R_10rfqcjPFNQr6Xb,Default Response Set,Anonymous, , ,159.89.40.136,0,4/24/2018 16:42:08,4/24/2018 16:42:16,0,55982571,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3JsXlPjCiF4aphe,Default Response Set,Anonymous, , ,108.171.130.162,0,4/24/2018 16:41:50,4/24/2018 16:42:22,0,59077556,1, , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , ,-1
R_1KjPSS86OgmMdtt,Default Response Set,Anonymous, , ,159.89.40.136,8,4/24/2018 16:42:19,4/24/2018 16:42:27,0,13854588,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2tDx45ITH3vL5Na,Default Response Set,Anonymous, , ,75.99.158.2,0,4/24/2018 16:37:57,4/24/2018 16:42:39,0,65292385,1, , ,1, , , , , ,0, , , , , , , , , , , , , , , , , , , ,-1
R_3O6LtTjE3vtot9s,Default Response Set,Anonymous, , ,45.22.71.20,0,4/24/2018 16:37:52,4/24/2018 16:42:32,0,71561328,1, , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,-1
R_1Nrc1FyA5ETuZga,Default Response Set,Anonymous, , ,159.89.40.136,8,4/24/2018 16:42:38,4/24/2018 16:43:01,0,61627728,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3pbeiprDWCQsfCX,Default Response Set,Anonymous, , ,159.89.40.136,8,4/24/2018 16:42:30,4/24/2018 16:42:35,0,79205282,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_OwF4jedzgp4YP7z,Default Response Set,Anonymous, , ,69.136.138.207,0,4/24/2018 16:41:17,4/24/2018 16:43:11,0,1144745,1, , ,1, , , , , ,0, ,1,1,1, , , , , , ,1, , ,3, , , , , ,-1
R_2rpA3Wjpb15bvbu,Default Response Set,Anonymous, , ,128.23.28.83,0,4/24/2018 16:42:20,4/24/2018 16:43:27,0,65270642,1, , , , , , ,1, , ,1,0,1,4, , , , , , , , , , , , , , , ,-1
R_w1PizQvSSU89fuF,Default Response Set,Anonymous, , ,74.83.15.155,0,4/24/2018 16:43:05,4/24/2018 16:43:51,0,81193297,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , , , , , , , , , , ,-1
R_ywlKv7CsJxe52et,Default Response Set,Anonymous, , ,199.47.64.36,0,4/24/2018 16:44:29,4/24/2018 16:44:45,0,91655827,1, , ,1, , , , , ,0, , , , , , , , , , , , , , , , , , , ,-1
R_2PofY2IlyCwqtpE,Default Response Set,Anonymous, , ,73.146.244.84,0,4/24/2018 16:44:39,4/24/2018 16:44:56,0,33915847,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_26hHUrc7lSbsLUe,Default Response Set,Anonymous, , ,76.108.240.6,0,4/24/2018 16:44:23,4/24/2018 16:45:08,0,43107102,1, , , , ,1, , , , ,3, , , , , , , , , , , , , , , , , , ,-1
R_2PcYvdfSuO1RLCL,Default Response Set,Anonymous, , ,128.147.28.1,0,4/24/2018 16:44:20,4/24/2018 16:45:07,0,54536513,1, , , , , ,1, , , ,-3, , , , , , , , , , , , , , , , , , ,-1
R_3Ht6laQ48IGH2MK,Default Response Set,Anonymous, , ,172.8.141.61,0,4/24/2018 16:44:55,4/24/2018 16:45:23,0,63364307,1, , , , ,1, , , , ,0, , , , , , , , , , , , , , , , , , ,-1
R_2R4jPhJNomMcQFB,Default Response Set,Anonymous, , ,12.43.89.123,0,4/24/2018 16:44:44,4/24/2018 16:45:04,0,354558,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,-1
R_Xwe8tZoRdWD9Qkh,Default Response Set,Anonymous, , ,65.35.152.135,0,4/24/2018 16:45:27,4/24/2018 16:45:44,0,25341939,1, , , , , , ,1, , ,0, , , , , , , , , , , , , , , , , , ,-1
R_1LRuGfdLzNjsYlU,Default Response Set,Anonymous, , ,24.239.80.53,0,4/24/2018 16:44:25,4/24/2018 16:46:09,0,41223488,1, , , , , ,1, , , ,-3, , , , , , , , , , , , , , , , , , ,-1
R_3BJPs8sHyaSTrzj,Default Response Set,Anonymous, , ,75.98.98.2,0,4/24/2018 16:39:35,4/24/2018 16:46:30,0,37840688,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1Dw1dxDXRmWQCdq,Default Response Set,Anonymous, , ,192.132.44.54,0,4/24/2018 16:45:45,4/24/2018 16:46:18,0,69734715,1, , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,-1
R_3rSzWzzESmUf01A,Default Response Set,Anonymous, , ,198.12.108.11,0,4/24/2018 16:45:41,4/24/2018 16:46:27,0,41407595,1, , , ,1, , , , ,2, ,0,0,4, , , , , , , ,1, ,3, , , , , ,-1
R_1OivfoXp86QiUG9,Default Response Set,Anonymous, , ,174.21.71.27,0,4/24/2018 16:40:17,4/24/2018 16:46:41,0,40298128,1, , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , ,-1
R_3MGAiP8H9239Scr,Default Response Set,Anonymous, , ,71.13.66.20,0,4/24/2018 16:47:33,4/24/2018 16:47:42,0,14716646,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,-1
R_1Orewi5cTdhpL72,Default Response Set,Anonymous, , ,190.124.31.72,0,4/24/2018 16:43:36,4/24/2018 16:47:16,0,64561048,1, , , , , , , ,1, ,2,0,1,2, , , ,1, , , , ,3, ,0,1987,3, , ,-1
R_2xS3FO3vk8zaHwB,Default Response Set,Anonymous, , ,174.21.71.27,0,4/24/2018 16:46:45,4/24/2018 16:47:40,0,61717425,1, , ,1, , , , , ,3, ,1,0,1, , , , , , ,1, , ,3, , , , , ,-1
R_2DMhZFxZ9ZPmKib,Default Response Set,Anonymous, , ,75.139.160.114,0,4/24/2018 16:47:21,4/24/2018 16:48:02,0,65797742,1, , , , ,1, , , , ,0, , , , , , , , , , , , , , , , , , ,-1
R_0GPYy5I5CSiMbKN,Default Response Set,Anonymous, , ,73.54.167.132,0,4/24/2018 16:49:02,4/24/2018 16:49:23,0,73472894,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,-1
R_BROOz3osg4zoB7H,Default Response Set,Anonymous, , ,199.227.131.146,0,4/24/2018 16:44:33,4/24/2018 16:50:03,0,88811201,1, , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , ,-1
R_279cTqYHjC4bJw4,Default Response Set,Anonymous, , ,98.243.193.119,0,4/24/2018 16:51:14,4/24/2018 16:51:42,0,58683780,1,1, , , , , , , ,0, ,1,0,4, , , , , , , , , , , , , , , ,-1
R_BGlUbpuGWCZi9lD,Default Response Set,Anonymous, , ,157.182.23.13,0,4/24/2018 16:51:27,4/24/2018 16:51:37,0,66849171,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_RlPT5bmah6MEVWN,Default Response Set,Anonymous, , ,99.203.4.163,0,4/24/2018 16:52:23,4/24/2018 16:52:48,0,40400852,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_30hOsB1hO9dDBXm,Default Response Set,Anonymous, , ,75.80.18.166,0,4/24/2018 20:52:48,4/24/2018 20:54:43,1,30603880,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,2,1,1990,1,33.117599487305,-117.16500091553,-1
R_3Pvp0HimLwTmrZC,Default Response Set,Anonymous, , ,104.55.67.217,0,4/24/2018 16:40:44,4/24/2018 16:55:57,0,97929079,1, , , , , ,1, , , ,0, , , , , , , , , , , , , , , , , , ,-1
R_a5UUx3vBb5lDvd7,Default Response Set,Anonymous, , ,76.168.192.179,0,4/24/2018 20:54:40,4/24/2018 20:56:33,1,82896583,1, , ,1, , , , , ,1, ,1,0,2, , , , , , ,1, , ,1,1,1988,2,34.043792724609,-118.18740081787,-1
R_3qjtCLeUFqv2qBz,Default Response Set,Anonymous, , ,174.16.154.248,0,4/24/2018 16:53:15,4/24/2018 16:56:29,0,10889091,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1MSRGqjlFAtBTV4,Default Response Set,Anonymous, , ,104.55.67.217,0,4/24/2018 16:56:03,4/24/2018 16:56:14,0,46524411,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_4MfiZqQtFNAYlkR,Default Response Set,Anonymous, , ,190.124.31.23,0,4/24/2018 16:48:42,4/24/2018 16:59:22,0,22885112,1, , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,-1
R_2ygh3r0TPqd8VFr,Default Response Set,Anonymous, , ,104.55.67.217,8,4/24/2018 16:58:49,4/24/2018 17:01:33,0,54625604,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3PsEitwEFPTX6uB,Default Response Set,Anonymous, , ,38.100.151.206,0,4/24/2018 20:57:37,4/24/2018 21:03:56,1,96608673,1, , , , ,1, , , , ,-3,0,1,1,1, , , , , , , ,0, ,1,1992,2,29.752700805664,-95.409896850586,-1
R_2wnpOMEyGsLeKsG,Default Response Set,Anonymous, , ,96.253.5.172,0,4/24/2018 21:01:50,4/24/2018 21:04:18,1,82478247,1, , , , , ,1, , , ,2,0,1,4, ,1, , , , , , ,2, ,0,1983,2,41.739501953125,-71.320602416992,-1
R_33shMmvTa12GEir,Default Response Set,Anonymous, , ,32.208.134.41,0,4/24/2018 21:04:02,4/24/2018 21:05:56,1,49738032,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,1,1987,2,41.681594848633,-72.940498352051,-1
R_2trLou4SngeHZj2,Default Response Set,Anonymous, , ,192.210.180.102,0,4/24/2018 17:05:56,4/24/2018 17:06:40,0,86544754,1, ,1, , , , , , ,0, ,1,0,3, , , , , ,1, , , ,1, , , , , ,-1
R_3no8dhtWp0cR9sE,Default Response Set,Anonymous, , ,208.126.24.18,0,4/24/2018 16:44:07,4/24/2018 17:07:05,0,49432915,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1hDPuEXL6GvPa4j,Default Response Set,Anonymous, , ,50.236.85.219,0,4/24/2018 17:07:36,4/24/2018 17:07:48,0,67179263,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1E5wu080CBQbjAk,Default Response Set,Anonymous, , ,73.189.147.24,0,4/24/2018 21:05:37,4/24/2018 21:09:49,1,76297974,1, , , , , , , ,1, ,3,0,0,4, , , ,1, , , , ,3, ,1,1953,2,38.631896972656,-122.89709472656,-1
R_2BtvHQiKGjyA9nr,Default Response Set,Anonymous, , ,50.236.85.219,0,4/24/2018 17:08:08,4/24/2018 17:10:29,0,42682533,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1yO2HbM3dLi9shr,Default Response Set,Anonymous, , ,96.244.3.17,0,4/24/2018 17:09:17,4/24/2018 17:10:47,0,54840872,1,1, , , , , , , ,-1, , , , , , , , , , , , , , , , , , , ,-1
R_1K7HDi2xCuNeuhE,Default Response Set,Anonymous, , ,186.178.72.52,0,4/24/2018 16:56:42,4/24/2018 17:14:28,0,60429602,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3O2J0ThUZYYxSma,Default Response Set,Anonymous, , ,73.236.168.215,0,4/24/2018 21:10:28,4/24/2018 21:15:08,1,37269394,1, , ,1, , , , , ,-3, ,0,0,1, , , , , , ,1, , ,3,1,1979,2,40.096801757812,-80.91739654541,-1
R_2QKcZ0y8JXpZQDT,Default Response Set,Anonymous, , ,73.236.168.215,0,4/24/2018 21:12:24,4/24/2018 21:15:37,1,86142326,1, , , , ,1, , , , ,2,0,0,1,1, , , , , , , ,-3, ,0,1982,2,40.096801757812,-80.91739654541,-1
R_2atYFKVzApCWnAm,Default Response Set,Anonymous, , ,98.91.3.234,0,4/24/2018 17:15:42,4/24/2018 17:15:50,0,79500538,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2VDakwM3youPoHV,Default Response Set,Anonymous, , ,67.78.185.226,0,4/24/2018 17:14:19,4/24/2018 17:19:19,0,71794352,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_Ti7JPRsJW3fV5Lz,Default Response Set,Anonymous, , ,66.168.194.54,0,4/24/2018 21:19:00,4/24/2018 21:20:10,1,3767311,1, , , ,1, , , , ,3, ,1,0,4, , , , , , , ,1, ,3,0,1981,3,34.227600097656,-83.884300231934,-1
R_YbH919qtUvjqHId,Default Response Set,Anonymous, , ,173.216.19.100,0,4/24/2018 17:20:01,4/24/2018 17:20:14,0,88806130,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1FJ1BEjdHcBSh2a,Default Response Set,Anonymous, , ,24.158.165.151,0,4/24/2018 21:17:09,4/24/2018 21:21:12,1,97920386,1,1, , , , , , , ,1, ,1,1,1, , , , ,1, , , , ,1,0,1969,3,35.871307373047,-84.983497619629,-1
R_22DhUlni27n4MCt,Default Response Set,Anonymous, , ,24.38.198.65,0,4/24/2018 17:21:59,4/24/2018 17:22:12,0,48086475,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3NEyn0nmd8jaPDL,Default Response Set,Anonymous, , ,68.224.152.65,0,4/24/2018 17:21:30,4/24/2018 17:23:34,0,67782632,1,1, , , , , , , ,0, , , , , , , , , , , , , , , , , , , ,-1
R_2tA7EeaFSnk8FHS,Default Response Set,Anonymous, , ,173.24.88.152,0,4/24/2018 21:26:18,4/24/2018 21:29:35,1,92346554,1, , ,1, , , , , ,-3, ,1,0,1, , , , , , ,1, , ,-3,0,1952,3,33.706802368164,-117.19869995117,-1
R_10Z7Wke27zT6ZUf,Default Response Set,Anonymous, , ,107.77.196.36,0,4/24/2018 16:44:07,4/24/2018 17:29:56,0,67988073,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1P6SmIdslN8OLdU,Default Response Set,Anonymous, , ,76.90.132.15,0,4/24/2018 17:31:28,4/24/2018 17:31:43,0,23675537,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1IbHiJXsU8YG219,Default Response Set,Anonymous, , ,216.14.243.181,0,4/24/2018 21:34:02,4/24/2018 21:35:03,1,53386085,1, , , , ,1, , , , ,1,0,1,1,1, , , , , , , ,0, ,0,1981,3,47.577896118164,-114.73149871826,-1
R_ullp1590xc68ZiN,Default Response Set,Anonymous, , ,43.242.116.182,0,4/24/2018 16:40:36,4/24/2018 17:35:19,0,83653927,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_2XhftvQmvs15Oa8,Default Response Set,Anonymous, , ,12.204.222.254,0,4/24/2018 21:33:30,4/24/2018 21:35:22,1,60848701,1,1, , , , , , , ,-2, ,1,1,1, , , , ,1, , , , ,-3,1,1979,2,35.170501708984,-85.209503173828,-1
R_SOScuZTZXoY4Rjj,Default Response Set,Anonymous, , ,108.213.140.246,0,4/24/2018 17:37:58,4/24/2018 17:38:11,0,82292813,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_241ymVYsarHao88,Default Response Set,Anonymous, , ,24.145.87.106,0,4/24/2018 17:47:44,4/24/2018 17:48:00,0,84860905,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , ,-1
R_1diUlDTfMT7CrF9,Default Response Set,Anonymous, , ,68.10.185.74,0,4/24/2018 21:46:18,4/24/2018 21:49:04,1,18391655,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,-1, ,0,1989,3,37.062698364258,-76.405197143555,-1
R_1gokuptL92zkdrz,Default Response Set,Anonymous, , ,175.101.11.234,0,4/24/2018 21:48:30,4/24/2018 21:50:06,1,34647396,1, , , , , , ,1, , ,2,0,0,2, , ,1, , , , , ,2, ,1,1989,2,17.375305175781,78.474395751953,-1
R_322wjzFk32D58vj,Default Response Set,Anonymous, , ,71.237.58.162,0,4/24/2018 21:52:37,4/24/2018 21:54:07,1,82077146,1, ,1, , , , , , ,3, ,1,1,4, , , , , ,1, , , ,3,1,1961,4,39.928497314453,-104.95590209961,-1
R_AjJS2Nai42qFtfP,Default Response Set,Anonymous, , ,136.60.164.69,0,4/24/2018 21:54:46,4/24/2018 21:55:52,1,73012411,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,0, ,1,1992,2,40.759796142578,-111.86260223389,-1
R_sHg0EHIQIXK55F7,Default Response Set,Anonymous, , ,71.76.45.168,0,4/24/2018 21:56:50,4/24/2018 21:58:18,1,35328198,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-3,1,1987,2,34.212493896484,-79.820602416992,-1
R_3qssD4oj0euQRRd,Default Response Set,Anonymous, , ,72.239.184.62,0,4/24/2018 22:00:05,4/24/2018 22:02:01,1,22633983,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,0, ,0,1961,2,28.602401733398,-81.358901977539,-1
R_3EG4Dn7YH5VZvdQ,Default Response Set,Anonymous, , ,192.3.1.107,0,4/24/2018 22:02:06,4/24/2018 22:06:01,1,97351861,1, ,1, , , , , , ,2, ,1,1,4, , , , , ,1, , , ,3,1,1987,2,42.88639831543,-78.87809753418,-1
R_1BKZl6NJUCrC7ct,Default Response Set,Anonymous, , ,198.23.209.104,0,4/24/2018 22:01:55,4/24/2018 22:06:24,1,37512384,1, , , ,1, , , , ,2, ,1,1,4, , , , , , , ,1, ,2,1,1988,2,42.88639831543,-78.87809753418,-1
R_2sZmOLzxyslMWLc,Default Response Set,Anonymous, , ,108.215.122.164,0,4/24/2018 22:05:03,4/24/2018 22:08:09,1,87970781,1,1, , , , , , , ,2, ,1,1,1, , , , ,1, , , , ,-1,0,1971,2,33.408294677734,-84.30419921875,-1
R_6mLwnk0aYrVaJZ7,Default Response Set,Anonymous, , ,99.46.169.184,0,4/24/2018 22:06:53,4/24/2018 22:08:22,1,56721181,1, , , , , , , ,1, ,2,0,0,4, , , ,1, , , , ,3, ,0,1990,2,29.734603881836,-95.416000366211,-1
R_WodUbqoXykkF7nX,Default Response Set,Anonymous, , ,98.168.139.119,0,4/24/2018 22:13:36,4/24/2018 22:14:14,1,71893991,1, , , , ,1, , , , ,1,0,1,3,1, , , , , , , ,2, ,1,1982,3,34.485305786133,-97.852203369141,-1
R_QcWzHdzhlCFI4O5,Default Response Set,Anonymous, , ,108.171.130.160,0,4/24/2018 18:01:51,4/24/2018 18:14:35,0,76428779,1, , , , , , ,1, , ,0, , , , , , , , , , , , , , , , , , ,-1
R_1i8Xcah1updclxc,Default Response Set,Anonymous, , ,67.81.112.216,0,4/24/2018 18:14:22,4/24/2018 18:14:32,0,98024419,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_3FOhO90ALQaDbv6,Default Response Set,Anonymous, , ,98.213.21.48,0,4/24/2018 22:17:20,4/24/2018 22:18:48,1,29470646,1,1, , , , , , , ,0, ,1,1,1, , , , ,1, , , , ,-2,1,1988,3,41.383193969727,-89.146102905273,-1
R_b3Yc5zGuG5H0JS9,Default Response Set,Anonymous, , ,129.252.33.90,0,4/24/2018 22:17:09,4/24/2018 22:18:50,1,66556265,1, , , ,1, , , , ,-3, ,1,0,4, , , , , , , ,1, ,-3,1,1953,2,33.993698120117,-81.019897460938,-1
R_6g7KTAsRuaUvGyR,Default Response Set,Anonymous, , ,108.171.130.160,0,4/24/2018 18:18:28,4/24/2018 18:19:55,0,66690551,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,-1
R_29bGEX1ry9r6yKL,Default Response Set,Anonymous, , ,104.129.131.184,0,4/24/2018 18:19:28,4/24/2018 18:20:27,0,82404375,1, , , ,1, , , , ,2, , , , , , , , , , , , , , , , , , , ,-1
R_12mt8PSWCaDew6w,Default Response Set,Anonymous, , ,24.180.158.173,0,4/24/2018 22:06:14,4/24/2018 22:21:53,1,59931708,1, , , , , ,1, , , ,0,0,1,4, ,1, , , , , , ,0, ,0,1989,2,43.118804931641,-85.494300842285,-1
R_Dwtmz8VKSA3itGx,Default Response Set,Anonymous, , ,68.96.169.162,0,4/24/2018 22:25:23,4/24/2018 22:26:21,1,12854935,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,0,1,1987,2,36.214294433594,-115.21309661865,-1
R_sSggYVLUx1f6zRv,Default Response Set,Anonymous, , ,192.210.174.199,0,4/24/2018 18:31:20,4/24/2018 18:31:37,0,75738662,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1I4yVpX31sRkg0j,Default Response Set,Anonymous, , ,73.67.31.171,0,4/24/2018 22:31:43,4/24/2018 22:32:39,1,54778997,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-3,0,1981,2,39.022399902344,-94.315696716309,-1
R_31nJfbbutY3gVDq,Default Response Set,Anonymous, , ,75.189.23.255,0,4/24/2018 18:40:27,4/24/2018 18:42:47,0,99326103,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_1oA4RFrWWIp5Ddh,Default Response Set,Anonymous, , ,162.198.44.182,0,4/24/2018 18:38:56,4/24/2018 18:42:46,0,82733730,1, , , , , , ,1, , ,-3,1,0,1, , , , , , , , , , , , , , , ,-1
R_1rkxWzMwB1iUtIi,Default Response Set,Anonymous, , ,76.110.4.223,0,4/24/2018 22:37:11,4/24/2018 22:46:31,1,64667844,1, , , , ,1, , , , ,-3,0,1,1,1, , , , , , , ,0, ,1,1995,1,25.734100341797,-80.359397888184,-1
R_2fJKl26GfLUb0bC,Default Response Set,Anonymous, , ,173.70.146.101,0,4/24/2018 22:47:07,4/24/2018 22:52:50,1,1467359,1, , , , , , , ,1, ,0,0,0,4, , , ,1, , , , ,0, ,0,1963,2,40.922805786133,-74.179801940918,-1
R_1P8eU037ofvlBE7,Default Response Set,Anonymous, , ,45.52.119.107,0,4/24/2018 22:37:18,4/24/2018 22:53:00,1,59779943,1, , , , , ,1, , , ,-1,0,1,4, ,1, , , , , , ,0, ,0,1988,2,39.361404418945,-83.39119720459,-1
R_2QtjUsWegVZZWxW,Default Response Set,Anonymous, , ,96.224.230.22,0,4/24/2018 22:53:33,4/24/2018 22:54:53,1,57378005,1, ,1, , , , , , ,0, ,1,1,4, , , , , ,1, , , ,-3,0,1959,2,40.625198364258,-73.945701599121,-1
R_1E6bsHjJ4zhnOuq,Default Response Set,Anonymous, , ,73.26.55.87,0,4/24/2018 22:53:32,4/24/2018 22:58:22,1,2949074,1, , , , , ,1, , , ,1,0,1,4, ,1, , , , , , ,0, ,0,1961,6,34.774398803711,-106.7274017334,-1
R_9BSHjjCL7erQ3QJ,Default Response Set,Anonymous, , ,75.64.41.20,0,4/24/2018 18:57:58,4/24/2018 18:58:04,0,29696148,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_d6UKxVeUiHMM9HP,Default Response Set,Anonymous, , ,134.196.44.127,0,4/24/2018 18:58:38,4/24/2018 18:58:59,0,23359285,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1
R_9HOptQKEcrsgNvX,Default Response Set,Anonymous, , ,73.76.48.249,0,4/24/2018 19:08:41,4/24/2018 19:10:39,0,58296549,1, , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,-1
R_1QDWXO48tAPQr5f,Default Response Set,Anonymous, , ,107.15.100.53,0,4/24/2018 23:10:42,4/24/2018 23:11:48,1,29458569,1, , ,1, , , , , ,-2, ,1,0,1, , , , , , ,1, , ,-2,0,1987,2,35.789505004883,-78.874298095703,-1
R_1Q4pSFa4XuNcAHl,Default Response Set,Anonymous, , ,65.34.137.107,0,4/24/2018 23:25:04,4/24/2018 23:27:17,1,23153989,1, , , ,1, , , , ,1, ,1,0,4, , , , , , , ,1, ,0,1,1985,3,25.490295410156,-80.418701171875,-1
R_1MY9GHE2RS205gH,Default Response Set,Anonymous, , ,172.245.183.181,0,4/24/2018 19:29:11,4/24/2018 19:29:47,0,80089586,1, , , ,1, , , , ,3, , , , , , , , , , , , , , , , , , , ,-1
R_z2xahg1DCflDLXz,Default Response Set,Anonymous, , ,23.95.130.221,0,4/24/2018 23:29:29,4/24/2018 23:35:54,1,26935376,1, , , , , , , ,1, ,1,0,0,4, , , ,1, , , , ,-1, ,1,1990,2,42.88639831543,-78.87809753418,-1
R_24I7wUpj6lexVoS,Default Response Set,Anonymous, , ,96.228.17.94,0,4/24/2018 23:34:14,4/24/2018 23:36:21,1,61857988,1, , , ,1, , , , ,-1, ,1,0,4, , , , , , , ,1, ,-1,0,1969,3,37.516006469727,-77.500503540039,-1
